PovertyDataID,Country,year,PovertyRate,ChildPovertyRate,ElderlyPovertyRate,ChildrenByIncomeGroup,ChildrenPovertyRates_TwoParentFamilies,ChildrenPovertyRates_SingleMotherFamilies,ChildrenLivingSingleMotherFamilies,MedianEquivalizedIncome,MeanEquivalizedIncome
443,Peru,2009,25.715,31.156,36.509,24.219,31.129,32.82,15.646,7740.956,10906.715
444,Peru,2008,26.566,32.567,34.156,24.664,33.002,31.674,15.387,7135.208,10069.617
445,Peru,2007,26.923,33.505,32.672,24.749,33.689,34.649,15.103,6226.344,9274.375
446,Peru,2006,27.258,32.851,34.579,24.619,33.856,28.474,14.362,5498.252,8138.038
447,Peru,2005,27.052,31.45,34.26,25.715,31.94,29.046,14.456,4431.537,6821.288
448,Peru,2004,29.043,34.418,35.003,26.542,35.642,27.826,14.141,4589.58,7078.536
449,Poland,2020,10.428,9.493,11.463,18.222,8.683,17.418,9.197,37358.204,41591.739
450,Poland,2019,8.986,8.034,10.297,18.299,6.939,17.943,9.844,34876.575,39550.008
451,Poland,2018,8.186,6.827,9.212,17.778,5.994,14.917,9.427,32327.338,36772.31
452,Poland,2017,7.623,5.927,8.688,18.506,4.949,13.401,10.548,30180.797,34600.392
453,Poland,2016,8.544,8.546,7.045,18.294,7.398,17.698,10.529,27730.034,31645.278
454,Poland,2015,10.339,13.08,6.366,17.887,11.232,28.512,10.287,25524.735,29413.204
455,Poland,2014,10.319,13.407,6.305,18.86,11.691,26.629,10.617,24620.98,28611.413
456,Poland,2013,10.576,13.797,6.151,18.45,11.87,29.019,10.488,23574.0,27519.633
457,Poland,2012,10.452,13.586,6.577,18.497,12.028,26.269,10.532,23044.431,26947.786
458,Poland,2011,9.888,12.618,7.07,18.078,11.516,22.819,10.155,22231.437,26078.362
459,Poland,2010,9.449,12.086,6.67,18.094,11.143,18.518,10.538,21450.855,25157.871
460,Poland,2009,9.886,12.744,7.593,17.612,12.098,17.565,10.997,20264.837,23571.754
461,Poland,2008,9.444,11.8,7.734,18.018,10.823,18.804,11.599,18899.982,22188.31
462,Poland,2007,9.077,11.639,5.279,17.315,10.88,16.939,12.076,16473.333,19408.231
463,Poland,2006,9.961,13.573,4.095,16.36,12.474,21.343,12.062,14784.806,17278.375
464,Poland,2005,10.292,14.958,3.351,16.295,14.598,17.708,12.174,13444.144,15750.899
465,Poland,2004,10.806,15.628,3.279,16.164,15.108,19.565,11.268,13060.843,15275.847
466,Poland,1999,8.854,12.208,4.544,14.313,11.532,18.631,9.922,10741.426,12142.87
467,Poland,1995,11.583,15.342,8.391,15.852,15.09,17.998,9.581,5270.656,6068.167
468,Poland,1992,5.708,6.08,10.967,16.011,5.848,7.73,7.245,2923.42,3303.932
469,Poland,1986,9.742,11.72,16.951,13.698,11.417,24.77,12.168,26.737,29.39
470,Romania,1997,8.166,10.126,10.26,14.702,9.011,17.549,10.063,724.787,822.751
471,Romania,1995,8.532,10.787,12.724,14.707,9.551,21.55,9.297,224.657,253.193
472,Russia,2019,10.475,16.337,11.177,16.536,13.963,27.256,17.976,461623.363,554056.106
473,Russia,2018,10.985,16.533,12.311,17.567,14.771,25.7,16.479,440285.832,524177.119
474,Russia,2017,11.498,17.78,12.306,15.597,15.541,28.69,16.528,422519.548,495966.526
475,Russia,2016,12.705,19.44,14.322,17.747,17.757,27.417,17.365,414418.35,493093.992
476,Russia,2015,12.93,20.301,14.597,17.866,18.368,29.534,17.839,401420.18,477458.877
477,Russia,2014,12.957,19.02,15.369,18.449,16.895,28.448,17.926,371231.064,447707.831
478,Russia,2013,13.708,19.858,17.509,19.128,17.336,31.084,17.828,353125.614,429078.257
479,Russia,2011,13.488,19.43,13.556,21.957,17.602,27.358,19.396,262039.268,332609.32
480,Russia,2010,13.036,18.323,8.26,20.282,14.523,28.844,25.366,191637.445,228403.474
481,Russia,2007,16.059,18.365,21.776,25.203,14.327,29.429,27.075,116331.45,137476.395
482,Russia,2004,17.419,21.45,20.129,26.455,16.383,34.05,28.089,59398.158,74956.155
483,Russia,2000,17.075,19.698,15.22,30.436,17.442,34.017,14.541,19775.307,26876.987
484,Serbia,2016,14.882,16.547,13.502,20.521,14.947,22.944,12.584,403050.865,454685.126
485,Serbia,2013,15.554,18.978,11.838,19.28,18.941,18.544,11.04,335987.122,388180.207
486,Serbia,2010,15.387,19.815,11.359,19.954,20.036,19.361,12.193,283290.878,323303.569
487,Serbia,2006,17.343,20.993,18.397,20.339,20.454,27.477,11.52,185074.706,213108.917
488,Slovakia,2018,7.684,12.475,5.058,7.36,10.883,27.803,10.238,9442.024,9959.765
489,Slovakia,2017,7.113,11.617,4.77,5.836,9.82,23.441,11.353,9181.013,9519.169
490,Slovakia,2016,7.788,13.032,4.54,7.972,10.709,30.909,10.803,8640.957,9091.064
491,Slovakia,2015,8.441,14.965,3.354,8.402,13.44,27.326,9.304,8279.7,8884.836
492,Slovakia,2014,8.485,14.507,3.755,7.792,13.783,22.313,7.457,8183.152,8771.672
493,Slovakia,2013,8.754,14.441,4.105,9.046,14.08,19.527,7.98,8101.924,8976.759
494,Slovakia,2010,8.018,12.354,4.308,11.651,11.484,15.471,9.364,7589.26,8378.037
495,Slovakia,2007,6.626,9.092,8.518,9.596,8.605,13.0,8.722,6549.743,7106.38
496,Slovakia,2004,8.062,10.705,6.047,12.082,9.539,21.851,8.642,4534.17,5047.656
497,Slovakia,1996,7.666,10.322,13.533,9.517,9.144,20.051,9.16,2351.073,2541.759
498,Slovakia,1992,2.05,1.996,2.159,7.527,1.372,9.457,7.534,1465.512,1556.516
499,Slovenia,2015,10.088,13.887,11.989,16.207,10.456,30.9515,30.9515,13871.266,15047.818
500,Slovenia,2012,9.989,10.663,11.458,15.96,9.843,21.838,8.033,13336.534,14572.054
501,Slovenia,2010,9.843,7.11,17.713,12.017,5.676,20.001,7.806,12897.654,13641.321
502,Slovenia,2007,7.746,6.624,16.448,9.534,5.429,20.491,7.747,11223.105,11880.932
503,Slovenia,2004,7.144,5.509,16.454,10.808,3.69,22.339,9.384,9470.777,10123.674
504,Slovenia,1999,7.496,6.056,17.155,8.339,4.669,22.847,6.614,6163.699,6514.939
505,Slovenia,1997,7.323,7.075,12.73,8.206,5.583,24.705,7.239,5342.726,5642.643
506,South Africa,2017,27.425,34.377,23.2,28.39,22.394,43.105,54.46,36600.0,80161.128
507,South Africa,2015,26.931,33.88,22.117,28.587,18.166,45.181,54.729,29825.547,67319.135
508,South Africa,2012,27.25,34.142,20.316,29.881,20.153,45.821,52.292,22735.929,52596.369
509,South Africa,2010,28.358,34.312,20.228,29.947,20.866,46.452,48.926,17808.35,45487.943
510,South Africa,2008,26.526,33.812,15.144,28.29,19.288,47.528,48.565,13393.872,36091.715
511,South Korea,2016,14.813,7.018,46.945,16.681,4.972,20.705,11.273,23500000.0,25500000.0
512,South Korea,2014,14.453,7.143,47.512,17.765,5.674,18.869,9.161,22500000.0,24600000.0
513,South Korea,2012,14.64,9.096,47.241,17.583,7.191,23.878,9.54,21300000.0,23200000.0
514,South Korea,2010,14.87,9.422,46.319,18.115,7.202,25.326,10.367,18800000.0,20700000.0
515,South Korea,2008,15.162,10.397,44.067,19.922,8.174,24.325,9.572,17400000.0,19400000.0
516,South Korea,2006,14.325,10.616,42.76,18.501,8.201,27.425,10.682,16000000.0,17600000.0
517,Spain,2016,15.725,22.224,9.965,21.268,19.895,39.129,11.009,16062.403,18403.074
518,Spain,2013,15.742,23.676,5.719,19.381,21.258,42.106,10.801,14972.491,17407.098
519,Spain,2010,15.607,20.87,13.208,19.994,19.6,34.058,7.745,14194.16,16163.819
520,Spain,2007,13.785,17.283,20.721,17.165,15.715,39.521,5.9,15005.509,16756.997
521,Spain,2004,14.582,17.775,23.255,17.379,16.921,30.039,7.198,12277.556,13950.92
522,Spain,2000,14.188,16.149,23.391,19.457,14.546,32.758,6.853,11075.709,13075.311
523,Spain,1995,14.047,18.268,12.793,25.288,17.06,35.231,5.759,7675.487,9494.534
524,Spain,1990,10.012,10.932,12.21,17.092,10.274,25.069,4.433,5397.864,6247.628
525,Spain,1985,10.223,13.035,8.732,16.717,12.725,19.689,5.305,3056.25,3601.777
526,Spain,1980,12.167,13.887,13.533,16.207,10.456,30.9515,30.9515,1803.036,2091.758
527,Sweden,2005,5.596,4.72,6.61,8.933,3.333,10.404,18.029,189485.049,203600.538
528,Sweden,2000,6.611,4.252,8.008,10.614,2.301,12.901,17.838,153216.234,167660.862
529,Sweden,1995,6.594,2.621,2.744,7.276,1.512,6.612,19.17,128523.122,135568.689
530,Sweden,1992,6.673,2.996,6.439,9.309,2.556,5.558,14.531,125200.818,132334.969
531,Sweden,1987,6.706,3.071,8.438,7.499,2.792,4.661,12.836,77498.903,79751.517
532,Sweden,1981,5.411,4.536,2.889,7.912,4.007,8.123,13.466,48300.0,50053.994
533,Sweden,1975,6.657,2.287,13.91,9.413,2.143,3.634,11.331,25894.18,26660.387
534,Sweden,1967,11.779,13.887,13.533,16.207,10.456,30.9515,30.9515,23234.571,26881.689
535,Switzerland,2018,10.394,10.815,20.314,12.424,9.177,21.928,11.142,52865.644,60508.86
536,Switzerland,2017,9.475,12.474,16.121,12.146,9.184,38.015,10.793,52940.438,61450.128
537,Switzerland,2016,10.356,11.594,18.774,12.462,9.891,26.341,10.637,52799.304,60742.41
538,Switzerland,2015,8.953,9.593,18.551,12.771,8.084,23.977,9.475,52342.421,60361.626
539,Switzerland,2014,9.657,9.476,19.181,13.139,7.921,24.866,9.624,53447.848,61452.395
540,Switzerland,2013,8.745,7.939,19.049,12.235,6.427,21.864,9.879,52583.83,60907.274
541,Switzerland,2012,9.137,8.313,22.229,11.628,6.771,24.897,8.868,55201.293,62555.286
542,Switzerland,2011,10.259,10.596,22.971,12.407,9.178,26.059,8.898,54322.089,61254.397
543,Switzerland,2010,9.151,9.396,20.593,11.822,7.79,24.725,9.326,52394.548,60021.709
544,Switzerland,2009,9.425,10.006,20.303,11.042,7.834,31.723,8.453,51583.36,59278.872
545,Switzerland,2008,9.521,9.729,24.079,13.233,7.763,29.107,8.218,51085.109,59671.777
546,Switzerland,2007,9.175,10.026,19.504,11.641,8.301,27.282,8.606,49922.108,57925.42
547,Switzerland,2006,9.534,11.131,17.159,10.275,9.038,32.854,8.38,48411.109,55886.073
548,Switzerland,2004,8.001,9.308,15.096,8.587,8.546,18.232,8.764,45253.43,50042.617
549,Switzerland,2002,7.401,6.477,18.363,9.046,6.137,8.993,6.63,46336.765,51965.709
550,Switzerland,2000,7.477,8.561,13.533,9.15,7.696,21.588,6.353,42882.759,48990.809
551,Switzerland,1992,9.649,10.177,8.512,10.689,9.494,16.009,8.996,38950.894,44406.848
552,Switzerland,1982,8.028,4.301,19.226,15.567,2.275,24.426,6.906,28001.429,33216.221
553,Taiwan,2016,9.958,7.083,22.6,20.049,5.402,18.436,9.374,433625.01,506345.033
554,Taiwan,2013,10.723,8.678,26.246,18.192,6.068,25.21,9.549,404572.397,471428.115
555,Taiwan,2010,11.792,10.371,29.231,19.575,7.648,25.442,9.061,384234.323,448307.14
556,Taiwan,2007,10.177,8.628,28.566,18.494,6.109,26.347,8.219,405392.97,474603.679
557,Taiwan,2005,9.555,7.747,28.735,18.487,6.245,24.673,6.88,416740.272,490924.966
558,Taiwan,2000,8.43,7.105,25.428,17.169,5.973,22.048,5.208,423036.605,488238.39
559,Taiwan,1997,8.208,7.877,23.829,17.192,6.533,33.182,4.415,397225.83,458838.183
560,Taiwan,1995,8.607,7.217,29.346,17.084,5.719,35.304,4.269,369338.541,423753.7
561,Taiwan,1991,6.457,13.887,13.533,16.207,10.456,30.9515,30.9515,276083.563,316664.504
562,Taiwan,1986,5.195,13.887,13.533,16.207,10.456,30.9515,30.9515,150317.387,172556.669
563,Taiwan,1981,5.452,13.887,13.533,16.207,10.456,30.9515,30.9515,109851.923,126348.219
564,United Kingdom,2020,8.851,8.722,10.956,15.131,6.424,16.53,19.343,22510.724,26245.645
565,United Kingdom,2019,10.556,13.111,12.437,15.525,9.525,26.128,20.112,22576.762,26298.054
566,United Kingdom,2018,9.434,10.89,10.801,15.789,7.937,21.742,19.997,21371.022,25480.096
567,United Kingdom,2017,9.746,11.79,11.26,16.096,7.969,25.533,20.012,20869.357,24419.508
568,United Kingdom,2016,9.265,10.878,9.939,15.027,8.01,20.979,20.393,20142.594,23731.859
569,United Kingdom,2015,9.086,10.043,10.332,15.936,7.186,19.458,21.506,19644.259,23370.337
570,United Kingdom,2014,8.714,9.695,9.608,16.169,7.116,18.721,20.905,19326.551,23004.183
571,United Kingdom,2013,8.251,8.474,9.223,15.543,6.671,14.592,21.069,18587.014,21889.364
572,United Kingdom,2012,8.407,8.964,9.139,15.325,6.761,15.823,21.234,18036.35,21464.2
573,United Kingdom,2011,8.062,8.706,8.772,16.843,6.464,15.479,21.093,17516.33,20968.984
574,United Kingdom,2010,8.826,9.446,9.788,16.603,7.132,16.604,21.467,17241.187,20620.378
575,United Kingdom,2009,9.391,11.484,9.686,16.677,8.593,19.921,21.233,16879.057,20585.417
576,United Kingdom,2008,10.063,12.523,11.916,16.927,8.053,27.378,21.381,16766.915,20261.934
577,United Kingdom,2007,10.875,13.769,13.576,16.689,8.922,28.78,21.348,16241.394,19431.134
578,United Kingdom,2006,10.649,13.626,14.134,15.801,8.439,30.38,21.759,15532.083,19000.009
579,United Kingdom,2005,10.014,13.086,12.059,16.207,7.905,29.374,21.871,14935.234,18202.202
580,United Kingdom,2004,9.596,12.269,12.574,15.413,7.097,29.345,21.294,14441.483,17492.694
581,United Kingdom,2003,10.651,13.833,13.824,15.942,8.234,32.772,20.663,13892.351,16698.102
582,United Kingdom,2002,11.267,14.548,15.145,15.719,8.465,34.489,21.533,13475.229,16220.147
583,United Kingdom,2001,11.453,15.263,16.539,15.725,8.227,41.768,19.538,13088.326,16235.312
584,United Kingdom,2000,12.046,15.758,18.096,17.428,8.643,44.895,18.684,12353.125,15551.845
585,United Kingdom,1999,12.503,18.007,17.929,16.557,10.025,49.943,18.734,11642.623,14202.653
586,United Kingdom,1998,12.443,17.995,18.378,16.802,10.748,49.297,17.956,11181.126,13635.317
587,United Kingdom,1997,12.031,16.91,17.794,16.471,10.158,48.072,16.894,10588.567,12788.425
588,United Kingdom,1996,11.754,17.138,16.216,16.622,10.526,47.972,16.837,10040.871,12089.157
589,United Kingdom,1995,11.008,15.221,15.507,17.488,10.471,37.626,16.384,9331.47,11347.549
590,United Kingdom,1994,11.093,15.26,15.131,17.423,10.97,32.547,18.958,9075.34,11112.294
591,United Kingdom,1991,14.599,18.476,24.092,16.147,12.973,45.047,15.987,7675.483,9095.882
592,United Kingdom,1986,9.138,11.666,6.978,15.408,10.298,19.755,13.213,5011.85,5722.593
593,United Kingdom,1979,8.955,7.741,23.141,12.648,5.932,22.912,9.877,2890.256,3182.296
594,United Kingdom,1974,9.081,8.048,29.74,10.36,5.345,39.4,7.997,1335.095,1482.954
595,United Kingdom,1969,5.498,13.887,13.533,16.207,10.456,30.9515,30.9515,648.502,741.191
596,United States,2020,16.023,17.799,21.141,20.005,11.156,42.047,20.088,45174.117,55548.972
597,United States,2019,17.481,20.013,22.399,20.925,12.873,46.715,19.364,42672.528,53580.094
598,United States,2018,17.553,19.791,22.45,20.084,12.936,45.202,19.549,39675.19,49359.857
599,United States,2017,17.145,20.429,20.823,19.467,13.835,43.869,20.227,36829.95,45677.425
600,United States,2016,17.007,20.126,20.788,17.778,12.813,45.338,20.957,35785.032,44151.689
601,United States,2015,15.735,18.689,18.379,16.5,11.914,40.471,21.353,33199.06,41615.262
602,United States,2014,16.181,18.614,18.442,16.558,11.729,41.495,21.086,32122.535,40218.707
603,United States,2013,16.652,18.784,18.943,20.127,11.712,43.028,21.119,31903.623,39439.757
604,United States,2012,16.781,19.783,18.783,20.401,12.604,43.466,21.653,31512.893,39074.555
605,United States,2011,16.342,19.268,18.428,20.505,11.994,42.776,22.24,30662.978,38128.28
606,United States,2010,16.586,19.689,19.568,19.724,12.756,42.594,21.502,30149.396,36596.955
607,United States,2009,15.866,18.634,18.744,19.587,12.071,40.686,21.078,30032.593,37019.123
608,United States,2008,17.313,21.431,21.994,19.248,14.048,47.068,21.243,29905.667,36685.917
609,United States,2007,17.734,21.598,24.422,18.901,13.77,48.353,21.191,29575.257,36069.002
610,United States,2006,17.057,20.414,23.6,19.862,12.565,48.156,20.985,28500.395,35525.985
611,United States,2005,17.237,20.672,24.003,19.363,13.087,47.109,20.947,27561.076,33967.501
612,United States,2004,17.16,20.397,24.658,18.76,12.961,46.374,21.256,26592.153,32168.268
613,United States,2003,17.519,21.829,24.661,18.535,14.292,48.214,20.993,25697.589,31394.452
614,United States,2002,17.354,22.177,23.772,17.765,14.869,47.89,20.651,24950.724,30188.064
615,United States,2001,16.852,21.22,23.149,16.828,14.037,46.576,20.744,24455.0,29635.557
616,United States,2000,16.609,20.829,23.774,16.2,13.694,47.476,20.081,23972.161,28937.047
617,United States,1999,16.889,21.786,21.792,16.399,14.245,49.998,20.323,23069.266,27702.007
618,United States,1998,16.952,22.408,21.53,16.293,14.015,50.969,21.765,22042.336,26392.365
619,United States,1997,16.59,22.064,20.476,15.977,13.558,51.031,21.599,20838.323,25333.082
620,United States,1996,16.519,21.946,20.568,15.67,13.515,50.822,21.65,19953.217,24094.004
621,United States,1995,16.26,21.524,19.855,16.278,13.018,50.181,21.937,19182.23,23127.429
622,United States,1994,16.841,22.992,20.028,17.014,13.878,53.495,21.726,18293.507,22186.308
623,United States,1993,17.562,24.594,20.25,16.906,14.451,54.915,23.548,17595.768,21324.024
624,United States,1992,17.655,24.606,21.347,15.516,14.629,55.378,22.832,17330.0,20183.536
625,United States,1991,17.393,24.549,20.846,14.741,14.51,55.975,22.827,16888.97,19545.813
626,United States,1990,17.034,24.063,20.945,14.414,14.269,56.667,21.694,16353.259,18995.44
627,United States,1989,17.571,24.477,22.932,14.158,15.273,56.199,21.204,16019.515,18532.813
628,United States,1988,17.553,24.474,22.748,13.988,14.616,58.446,21.199,15106.67,17373.062
629,United States,1987,18.026,25.151,22.763,14.021,15.228,59.714,21.217,14577.001,16553.692
630,United States,1986,18.12,25.563,21.792,14.462,15.777,61.241,20.688,13518.02,15544.346
631,United States,1985,17.947,24.974,21.191,14.535,16.043,58.44,20.227,12814.802,14771.684
632,United States,1984,18.179,25.667,20.801,14.159,16.644,59.196,20.154,12264.292,14046.614
633,United States,1983,17.939,25.255,20.422,14.444,16.705,58.672,19.707,11365.0,12974.023
634,United States,1982,17.39,24.19,20.841,13.363,15.553,58.238,19.468,10787.476,12219.127
635,United States,1981,16.23,21.744,22.428,12.367,13.788,52.645,19.817,10173.893,11347.129
636,United States,1980,15.695,20.622,24.401,12.039,12.981,52.228,18.75,9504.51,10516.171
637,United States,1979,15.453,19.682,26.953,12.815,11.92,52.222,18.713,8820.492,9823.237
638,United States,1974,15.677,13.887,13.533,16.207,10.456,30.9515,30.9515,5789.215,6398.766
639,Uruguay,2019,13.044,19.465,8.231,18.234,15.199,33.868,21.933,332726.915,424423.91
640,Uruguay,2018,12.796,19.719,7.931,17.652,15.801,32.942,22.106,311769.145,398661.851
641,Uruguay,2017,13.326,20.268,9.258,17.238,15.779,35.397,22.611,299054.826,378474.491
642,Uruguay,2016,13.329,20.253,8.926,17.53,16.271,33.687,21.797,270000.0,341516.181
643,Uruguay,2015,14.197,22.104,9.532,17.189,17.312,38.537,22.147,247901.051,313600.021
644,Uruguay,2014,13.632,21.217,9.769,16.866,16.479,38.038,22.049,224400.0,285042.834
645,Uruguay,2013,13.975,22.14,8.868,16.888,17.074,39.617,21.766,196679.508,252245.454
646,Uruguay,2012,13.634,21.227,9.357,16.717,17.022,35.88,22.275,179229.477,224159.217
647,Uruguay,2011,13.276,20.314,9.977,17.32,16.303,34.493,21.647,158004.026,208047.383
648,Uruguay,2010,14.185,21.839,8.138,18.827,18.189,34.782,21.382,129932.252,179328.664
649,Uruguay,2009,15.189,23.48,9.934,19.518,19.784,36.929,21.068,119303.135,166981.428
650,Uruguay,2008,15.481,24.099,9.259,19.857,19.765,39.128,21.999,102748.708,146045.901
651,Uruguay,2007,14.626,21.932,8.774,19.499,18.588,33.958,21.074,85611.571,123658.728
652,Uruguay,2006,15.202,22.039,9.773,19.985,19.313,32.657,19.829,76210.236,109192.076
653,Uruguay,2005,16.278,26.299,6.775,20.01,23.809,34.751,21.997,67871.188,94236.676
654,Uruguay,2004,16.59,25.897,7.461,19.896,24.245,33.348,18.815,61509.157,87961.905
655,Vietnam,2013,14.481,16.988,23.747,20.269,16.48,20.07,12.817,54700000.0,66300000.0
656,Vietnam,2011,13.087,15.657,23.018,21.416,14.862,22.17,11.822,44300000.0,55700000.0
657,Vietnam,2009,12.28,14.844,20.57,21.962,13.908,22.24,10.518,29100000.0,39300000.0
658,Vietnam,2007,11.405,13.244,20.922,21.527,12.312,20.059,12.247,20500000.0,28200000.0
659,Vietnam,2005,10.157,12.119,18.254,20.563,11.535,16.765,11.938,14500000.0,19100000.0
